Company Code,Account,Document Type,Posting Date,Document Date,Amount in doc. curr.,Document currency,Amount in local currency,Local Currency,Text/Billing doc,Assignment,Posting period,Fiscal Year,Document Header Text,Clearing Doc,Action,AR Comments,Aging,Aging Bucket,Sign,CountIf,Reference,SD Doc,Status,Cnxd,VBAK PO,BSID - Account,BSID Doc,BSID Amount ,Diff.,USD Diff,Diff. %,ZAR_PAY_REPORT
Europe,101071,DC,12/20/2024,12/20/2024,15.98,EUR,16.79,USD,,T1107,1,2025,PP/IS/20241220,104803370,clear together,clear together,21,21-30,1,2,,#N/A,,,,,,,,,,Not in Bibit
Europe,101072,DC,12/20/2024,12/20/2024,28.48,GBP,36.21,USD,,T1107,1,2025,PP/IS/20241220,104803371,clear together,clear together,21,21-30,1,2,,#N/A,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/20/2024,12/20/2024,34.04,EUR,35.77,USD,,T1107,1,2025,PP/IS/20241220,104803370,clear together,clear together,21,21-30,1,2,,#N/A,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/20/2024,12/20/2024,9.95,EUR,10.46,USD,,T1107,1,2025,PP/IS/20241220,104803370,clear together,clear together,21,21-30,1,2,,#N/A,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/20/2024,12/20/2024,23.79,EUR,25,USD,,T1107,1,2025,PP/IS/20241220,104803370,clear together,clear together,21,21-30,1,2,,#N/A,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/23/2024,12/23/2024,12.09,EUR,12.61,USD,2766693206,T1107,1,2025,PP/IS/20241223,104792005,write off,manual refund,18,11-20,1,1,2766693206,7151670036,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/23/2024,12/23/2024,7.59,USD,7.59,USD,2783477050,T1107,1,2025,PP/IS/20241223,106339377,write off,manual refund,18,11-20,1,1,2783477050,7160902196,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/23/2024,12/23/2024,12.09,EUR,12.61,USD,2876638899,T1107,1,2025,PP/IS/20241223,104792005,write off,manual refund,18,11-20,1,1,2876638899,7151670036,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/20/2024,12/20/2024,-23.99,EUR,-25.21,USD,,T0003,1,2025,PP/IS/20241220,ECOMMSUPT-5723,MBD,order not in ECC,21,21-30,-1,1,,#N/A,,,,,,,,,,Not in Bibit
US,101053,DC,12/24/2024,12/24/2024,21.64,USD,21.64,USD,2673348292,T1107,1,2025,PP/IS/20241224,106339377,write off,manual refund,17,11-20,1,1,2673348292,7110572087,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/20/2024,12/20/2024,-17.41,USD,-17.41,USD,,T0003,1,2025,PP/IS/20241220,ECOMMSUPT-5723,MBD,order not in ECC,21,21-30,-1,1,,#N/A,,,,,,,,,,Not in Bibit
US,101053,DC,12/20/2024,12/20/2024,-18.44,USD,-18.44,USD,2962099945,T0003,1,2025,PP/IS/20241220,1133112254,clear with OI,clear with OI/write off diff,21,21-30,-1,1,2962099945,7154643696,SUCCESS,0,,1450444,6617269453,17.03,-1.41,-1.41,-8%,Not in Bibit
US,101053,DC,12/24/2024,12/24/2024,21.64,USD,21.64,USD,2700227440,T1107,1,2025,PP/IS/20241224,106339377,write off,manual refund,17,11-20,1,1,2700227440,7110572087,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/24/2024,12/24/2024,21.64,USD,21.64,USD,2727199094,T1107,1,2025,PP/IS/20241224,106339377,write off,manual refund,17,11-20,1,1,2727199094,7110572087,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/24/2024,12/24/2024,12.99,USD,12.99,USD,2727771505,T1107,1,2025,PP/IS/20241224,106339377,write off,manual refund,17,11-20,1,1,2727771505,7135221932,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/24/2024,12/24/2024,21.64,USD,21.64,USD,2754334067,T1107,1,2025,PP/IS/20241224,106339377,write off,manual refund,17,11-20,1,1,2754334067,7110572087,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/24/2024,12/24/2024,12.99,USD,12.99,USD,2754950812,T1107,1,2025,PP/IS/20241224,106339377,write off,manual refund,17,11-20,1,1,2754950812,7135221932,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/24/2024,12/24/2024,12.99,USD,12.99,USD,2782210993,T1107,1,2025,PP/IS/20241224,106339377,write off,manual refund,17,11-20,1,1,2782210993,7135221932,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/25/2024,12/25/2024,11.99,EUR,12.51,USD,2633130135,T1107,1,2025,PP/IS/20241225,104792005,write off,manual refund,16,11-20,1,1,2633130135,7136008666,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/25/2024,12/25/2024,11.99,EUR,12.51,USD,2659120837,T1107,1,2025,PP/IS/20241225,104792005,write off,manual refund,16,11-20,1,1,2659120837,7136008666,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/25/2024,12/25/2024,124.28,EUR,129.63,USD,2681014771,T1107,1,2025,PP/IS/20241225,104792005,write off,manual refund,16,11-20,1,1,2681014771,5019962152,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/25/2024,12/25/2024,189.96,EUR,198.14,USD,2745686790,T1107,1,2025,PP/IS/20241225,104792005,write off,manual refund,16,11-20,1,1,2745686790,58966178,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/25/2024,12/25/2024,232.94,USD,232.94,USD,2792106060,T1107,1,2025,PP/IS/20241225,106339377,write off,manual refund,16,11-20,1,1,2792106060,7046639499,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/26/2024,12/26/2024,21.73,USD,21.73,USD,2757639883,T1107,1,2025,PP/IS/20241226,106339377,write off,manual refund,15,11-20,1,1,2757639883,7142756370,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/26/2024,12/26/2024,21.39,USD,21.39,USD,2782491096,T1107,1,2025,PP/IS/20241226,106339377,write off,manual refund,15,11-20,1,1,2782491096,7160677379,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/22/2024,12/22/2024,-23.79,EUR,-24.81,USD,,T0003,1,2025,PP/IS/20241222,ECOMMSUPT-5723,MBD,order not in ECC,19,11-20,-1,1,,#N/A,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/22/2024,12/22/2024,-26.43,EUR,-27.57,USD,2964022187,T0003,1,2025,PP/IS/20241222,email 1/10,Request refund,DP - refund in PP,19,11-20,-1,1,,7186515929,,,,,,,,,,Not in Bibit
US,101053,DC,12/26/2024,12/26/2024,21.73,USD,21.73,USD,2895311630,T1107,1,2025,PP/IS/20241226,106339377,write off,manual refund,15,11-20,1,1,2895311630,7142756370,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/22/2024,12/22/2024,-119.88,USD,-119.88,USD,,T0003,1,2025,PP/IS/20241222,ECOMMSUPT-5723,MBD,order not in ECC,19,11-20,-1,1,,#N/A,,,,,,,,,,Not in Bibit
Europe,101072,DC,12/27/2024,12/27/2024,19.97,GBP,25.18,USD,2678164383,T1107,1,2025,PP/IS/20241227,104792006,write off,manual refund,14,11-20,1,1,2678164383,7101138281,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/22/2024,12/22/2024,21.34,USD,21.34,USD,2959519942,T1107,1,2025,PP/IS/20241222,106339101,clear together,clear together,19,11-20,1,2,,7153577283,,,,,,,,,,Not in Bibit
Europe,101072,DC,12/27/2024,12/27/2024,19.97,GBP,25.18,USD,2705092408,T1107,1,2025,PP/IS/20241227,104792006,write off,manual refund,14,11-20,1,1,2705092408,7101138281,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,12/27/2024,12/27/2024,19.97,GBP,25.18,USD,2732066564,T1107,1,2025,PP/IS/20241227,104792006,write off,manual refund,14,11-20,1,1,2732066564,7101138281,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,21.44,USD,21.44,USD,2732548301,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2732548301,7127514187,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,25.37,USD,25.37,USD,2734711923,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2734711923,7094445233,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,19.99,USD,19.99,USD,2735462888,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2735462888,7086086797,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,75,EUR,78.23,USD,2738116863,T1107,1,2025,PP/IS/20241227,104792005,write off,manual refund,14,11-20,1,1,2738116863,7154404785,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,21.69,USD,21.69,USD,2742532722,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2742532722,7072670926,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,10.74,USD,10.74,USD,2743866818,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2743866818,5011084360,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,29.99,USD,29.99,USD,2745049863,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2745049863,7155496602,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,12.09,EUR,12.61,USD,2757167012,T1107,1,2025,PP/IS/20241227,104792005,write off,manual refund,14,11-20,1,1,2757167012,7145609590,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,12/27/2024,12/27/2024,19.97,GBP,25.18,USD,2759071964,T1107,1,2025,PP/IS/20241227,104792006,write off,manual refund,14,11-20,1,1,2759071964,7101138281,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,21.44,USD,21.44,USD,2759623876,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2759623876,7127514187,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,25.37,USD,25.37,USD,2761810398,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2761810398,7094445233,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,284.62,USD,284.62,USD,2762436043,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2762436043,7114987724,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/23/2024,12/23/2024,-91.64,EUR,-95.59,USD,,T0003,1,2025,PP/IS/20241223,ECOMMSUPT-5723,MBD,order not in ECC,18,11-20,-1,1,,#N/A,,,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,19.99,USD,19.99,USD,2762545985,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2762545985,7086086797,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,10.74,USD,10.74,USD,2771019860,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2771019860,5011084360,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,12.09,EUR,12.61,USD,2784580227,T1107,1,2025,PP/IS/20241227,104792005,write off,manual refund,14,11-20,1,1,2784580227,7145609590,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,25.37,USD,25.37,USD,2789253161,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2789253161,7094445233,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,25.37,USD,25.37,USD,2816658645,T1107,1,2025,PP/IS/20241227,106339377,write off,manual refund,14,11-20,1,1,2816658645,7094445233,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,12/28/2024,12/28/2024,9.98,GBP,12.52,USD,2575031006,T1107,2,2025,PP/IS/20241228,104792006,write off,manual refund,13,11-20,1,1,2575031006,7027136710,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/28/2024,12/28/2024,293.25,USD,293.25,USD,2593263313,T1107,2,2025,PP/IS/20241228,106339377,write off,manual refund,13,11-20,1,1,2593263313,7134922899,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,12/28/2024,12/28/2024,9.98,GBP,12.52,USD,2600779496,T1107,2,2025,PP/IS/20241228,104792006,write off,manual refund,13,11-20,1,1,2600779496,7027136710,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/28/2024,12/28/2024,293.25,USD,293.25,USD,2672184956,T1107,2,2025,PP/IS/20241228,106339377,write off,manual refund,13,11-20,1,1,2672184956,7134922899,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,12/28/2024,12/28/2024,9.98,GBP,12.52,USD,2679409003,T1107,2,2025,PP/IS/20241228,104792006,write off,manual refund,13,11-20,1,1,2679409003,7027136710,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/28/2024,12/28/2024,293.25,USD,293.25,USD,2699160179,T1107,2,2025,PP/IS/20241228,106339377,write off,manual refund,13,11-20,1,1,2699160179,7134922899,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,12/28/2024,12/28/2024,9.98,GBP,12.52,USD,2706425164,T1107,2,2025,PP/IS/20241228,104792006,write off,manual refund,13,11-20,1,1,2706425164,7027136710,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,12/28/2024,12/28/2024,9.98,GBP,12.52,USD,2718896147,T1107,2,2025,PP/IS/20241228,104792006,write off,manual refund,13,11-20,1,1,2718896147,7151674064,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/28/2024,12/28/2024,293.25,USD,293.25,USD,2726148555,T1107,2,2025,PP/IS/20241228,106339377,write off,manual refund,13,11-20,1,1,2726148555,7134922899,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,12/28/2024,12/28/2024,9.98,GBP,12.52,USD,2733192539,T1107,2,2025,PP/IS/20241228,104792006,write off,manual refund,13,11-20,1,1,2733192539,7027136710,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/28/2024,12/28/2024,25.46,USD,25.46,USD,2741719477,T1107,2,2025,PP/IS/20241228,106339377,write off,manual refund,13,11-20,1,1,2741719477,7075453175,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/28/2024,12/28/2024,293.25,USD,293.25,USD,2753058636,T1107,2,2025,PP/IS/20241228,106339377,write off,manual refund,13,11-20,1,1,2753058636,7134922899,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/28/2024,12/28/2024,9.99,USD,9.99,USD,2758448371,T1107,2,2025,PP/IS/20241228,106339377,write off,manual refund,13,11-20,1,1,2758448371,7074416146,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/28/2024,12/28/2024,19.99,USD,19.99,USD,2764317100,T1107,2,2025,PP/IS/20241228,106339377,write off,manual refund,13,11-20,1,1,2764317100,7104420520,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/28/2024,12/28/2024,35.69,EUR,37.16,USD,2775169630,T1107,2,2025,PP/IS/20241228,104792005,write off,manual refund,13,11-20,1,1,2775169630,7090392823,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/25/2024,12/25/2024,35.28,EUR,36.8,USD,2959539466,T1107,1,2025,PP/IS/20241225,104803370,clear together,clear together,16,11-20,1,2,,7117904566,,,,,,,,,,Not in Bibit
US,101053,DC,12/30/2024,12/30/2024,19.99,USD,19.99,USD,2748714296,T1107,2,2025,PP/IS/20241230,106339377,write off,manual refund,11,11-20,1,1,2748714296,7144449157,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/30/2024,12/30/2024,19.99,USD,19.99,USD,2776759456,T1107,2,2025,PP/IS/20241230,106339377,write off,manual refund,11,11-20,1,1,2776759456,7144449157,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,21.76,USD,21.76,USD,2604144323,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2604144323,7121973665,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,21.76,USD,21.76,USD,2656135522,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2656135522,7121973665,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/31/2024,12/31/2024,100.5,EUR,104.63,USD,2675409032,T1107,2,2025,PP/IS/20241231,104792005,write off,manual refund,10,0-10,1,1,2675409032,7104265594,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,21.76,USD,21.76,USD,2682929693,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2682929693,7121973665,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,21.76,USD,21.76,USD,2709834198,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2709834198,7121973665,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/26/2024,12/26/2024,-23.99,EUR,-25.02,USD,2954393664,T0003,1,2025,PP/IS/20241226,email 1/10,Request refund,DP - refund in PP,15,11-20,-1,1,,7032322649,,,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,16.21,USD,16.21,USD,2731929526,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2731929526,7139655388,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/31/2024,12/31/2024,118.63,EUR,123.51,USD,2733412434,T1107,2,2025,PP/IS/20241231,104792005,write off,manual refund,10,0-10,1,1,2733412434,7154736500,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,19.99,USD,19.99,USD,2733907190,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2733907190,7142305060,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,21.76,USD,21.76,USD,2736812128,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2736812128,7121973665,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,21.69,USD,21.69,USD,2740717103,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2740717103,7132278490,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,12/31/2024,12/31/2024,322.69,GBP,404.92,USD,2757535014,T1107,2,2025,PP/IS/20241231,104792006,write off,manual refund,10,0-10,1,1,2757535014,7042475571,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,16.21,USD,16.21,USD,2759014157,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2759014157,7139655388,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,19.99,USD,19.99,USD,2761123988,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2761123988,7142305060,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,21.76,USD,21.76,USD,2763926629,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2763926629,7121973665,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,12/31/2024,12/31/2024,16.24,GBP,20.38,USD,2766144390,T1107,2,2025,PP/IS/20241231,104792006,write off,manual refund,10,0-10,1,1,2766144390,7155588265,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,12/31/2024,12/31/2024,21.69,USD,21.69,USD,2767779686,T1107,2,2025,PP/IS/20241231,106339377,write off,manual refund,10,0-10,1,1,2767779686,7132278490,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,12/31/2024,12/31/2024,16.24,GBP,20.38,USD,2793443591,T1107,2,2025,PP/IS/20241231,104792006,write off,manual refund,10,0-10,1,1,2793443591,7155588265,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/11/2024,12/11/2024,-55.84,EUR,-58.82,USD,2931802344,T0003,1,2025,PP/IS/20241211,104792005,write off,Settlement reversed/chargeback,30,21-30,-1,1,2931802344,56037638,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/11/2024,12/11/2024,-35.69,EUR,-37.6,USD,2946265831,T0003,1,2025,PP/IS/20241211,104792005,write off,Settlement reversed/chargeback,30,21-30,-1,1,2946265831,7184869515,SUCCESS,0,7184869515,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/11/2024,12/11/2024,-15.46,EUR,-16.29,USD,2938495642,T0003,1,2025,PP/IS/20241211,104792005,write off,Settlement reversed/chargeback,30,21-30,-1,1,2938495642,7183720104,SUCCESS,0,7183720104,,,,,,,SETTLEMENT_REVERSED
Europe,101072,DC,12/27/2024,12/27/2024,35.99,GBP,45.38,USD,,T1107,1,2025,PP/IS/20241227,104803371,clear together,clear together,14,11-20,1,2,,7180503062,,,7180503062,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,33.48,EUR,34.92,USD,,T1107,1,2025,PP/IS/20241227,104803370,clear together,clear together,14,11-20,1,2,,7184111203,,,7184111203,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,1198.81,EUR,1250.45,USD,2663241373,T1107,1,2025,PP/IS/20241227,104803370,clear together,clear together,14,11-20,1,2,2663241373,7144713765,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,11.89,EUR,12.4,USD,2918808404,T1107,1,2025,PP/IS/20241227,104803370,clear together,clear together,14,11-20,1,2,2918808404,7168730690,SUCCESS,0,,,,,,,,SETTLEMENT
US,101053,DC,12/27/2024,12/27/2024,63.74,USD,63.74,USD,2921546601,T1107,1,2025,PP/IS/20241227,106339101,clear together,clear together,14,11-20,1,2,,5022708924,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,29.4,EUR,30.67,USD,2928162274,T1107,1,2025,PP/IS/20241227,104803370,clear together,clear together,14,11-20,1,2,2928162274,7051646255,SUCCESS,0,,,,,,,,SETTLEMENT
Europe,101071,DC,12/27/2024,12/27/2024,417.44,EUR,435.42,USD,2930141286,T1107,1,2025,PP/IS/20241227,104803370,clear together,clear together,14,11-20,1,2,2930141286,7182586411,SUCCESS,0,,,,,,,,REFUNDED
US,101053,DC,12/27/2024,12/27/2024,21.39,USD,21.39,USD,2930422320,T1107,1,2025,PP/IS/20241227,106339101,clear together,clear together,14,11-20,1,2,,7118689895,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,25.09,EUR,26.17,USD,2932042212,T1107,1,2025,PP/IS/20241227,104803370,clear together,clear together,14,11-20,1,2,,7177618656,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,47.59,EUR,49.64,USD,2933639252,T1107,1,2025,PP/IS/20241227,104803370,clear together,clear together,14,11-20,1,2,,7166993373,,,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,39.99,USD,39.99,USD,2933645037,T1107,1,2025,PP/IS/20241227,106339101,clear together,clear together,14,11-20,1,2,,7140698082,,,,,,,,,,Not in Bibit
US,101053,DC,12/27/2024,12/27/2024,22.99,USD,22.99,USD,2933671921,T1107,1,2025,PP/IS/20241227,106339101,clear together,clear together,14,11-20,1,2,,7139743370,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,12.29,EUR,12.82,USD,2934323340,T1107,1,2025,PP/IS/20241227,104803370,clear together,clear together,14,11-20,1,2,,7061258458,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,11.89,EUR,12.4,USD,2936445542,T1107,1,2025,PP/IS/20241227,104803370,clear together,clear together,14,11-20,1,2,,5017447446,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/27/2024,12/27/2024,-25.99,EUR,-27.11,USD,2948639672,T0003,1,2025,PP/IS/20241227,,no action,cnx inv/no rebilling,14,11-20,-1,1,,7184216801,,,,,,,,,,Not in Bibit
Europe,101071,DC,12/11/2024,12/11/2024,-19.34,EUR,-20.37,USD,2937897130,T0003,1,2025,PP/IS/20241211,104792005,write off,Settlement reversed/chargeback,30,21-30,-1,1,2937897130,7179488436,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/11/2024,12/11/2024,-19.34,EUR,-20.37,USD,2939975566,T0003,1,2025,PP/IS/20241211,104792005,write off,Settlement reversed/chargeback,30,21-30,-1,1,2939975566,7144994078,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/11/2024,12/11/2024,-61.95,EUR,-65.26,USD,2948045660,T0003,1,2025,PP/IS/20241211,104792005,write off,Settlement reversed/chargeback,30,21-30,-1,1,2948045660,7033780935,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/12/2024,12/12/2024,-35.69,EUR,-37.6,USD,2944543102,T0003,1,2025,PP/IS/20241212,104792005,write off,Settlement reversed/chargeback,29,21-30,-1,1,2944543102,7184831978,SUCCESS,0,7184831978,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/12/2024,12/12/2024,-11.89,EUR,-12.53,USD,2945977156,T0003,1,2025,PP/IS/20241212,104792005,write off,Settlement reversed/chargeback,29,21-30,-1,1,2945977156,7138627937,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/13/2024,12/13/2024,-15.46,EUR,-16.29,USD,2939421892,T0003,1,2025,PP/IS/20241213,104792005,write off,Settlement reversed/chargeback,28,21-30,-1,1,2939421892,7184116686,SUCCESS,0,7184116686,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/13/2024,12/13/2024,-25.99,EUR,-27.38,USD,2928457541,T0003,1,2025,PP/IS/20241213,104792005,write off,Settlement reversed/chargeback,28,21-30,-1,1,2928457541,7161735520,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/13/2024,12/13/2024,-29.74,EUR,-31.33,USD,2929938141,T0003,1,2025,PP/IS/20241213,104792005,write off,Settlement reversed/chargeback,28,21-30,-1,1,2929938141,7108407176,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/13/2024,12/13/2024,-19.34,EUR,-20.37,USD,2935805873,T0003,1,2025,PP/IS/20241213,104792005,write off,Settlement reversed/chargeback,28,21-30,-1,1,2935805873,7175213949,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/13/2024,12/13/2024,-29.78,EUR,-31.37,USD,2936977689,T0003,1,2025,PP/IS/20241213,104792005,write off,Settlement reversed/chargeback,28,21-30,-1,1,2936977689,7179335782,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,12/13/2024,12/13/2024,-23.79,EUR,-25.06,USD,2940139123,T0003,1,2025,PP/IS/20241213,104792005,write off,Settlement reversed/chargeback,28,21-30,-1,1,2940139123,7092490305,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
